Ctx_Color_List,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Import_File.thisRepN,Import_File.thisTrialN,Import_File.thisN,Import_File.thisIndex,Import_File.ran,Stim,Ctx_Color,Key,KeyNum,imStim,X_Pos,Y_Pos,Hand,Check,Cross,participant,session,date,expName,psychopyVersion,OS,frameRate,Instr_RT_Old_Press.keys,Instr_RT_Old_Press.rt,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,RT_Press.keys,RT_Press.corr,RT_Press.rt,Symbol,Shape,Ctx,Color,Stim_Num,Key_Num,Stim_Type,True_Key,Block_Type,Remap,Repeat_Count,Trial_Count,Grp,Block_Num,Prep_Time,Ctx_Prep_Time,Actual_Press,RT,Correct,Session,RT_Old_Iter.thisRepN,RT_Old_Iter.thisTrialN,RT_Old_Iter.thisN,RT_Old_Iter.thisIndex,RT_Old_Iter.ran,RT_Old_Block.thisRepN,RT_Old_Block.thisTrialN,RT_Old_Block.thisN,RT_Old_Block.thisIndex,RT_Old_Block.ran,Instr_End_Exp_Key.keys,Instr_End_Exp_Key.rt
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.4513,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,11,2,1,99,99,h,0.4513,1,2,11,0,11,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.520125,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,12,2,1,99,99,u,0.520125,1,2,12,0,12,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.60341,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,13,2,1,99,99,i,0.60341,1,2,13,0,13,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.73666,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,14,2,1,99,99,u,0.73666,1,2,14,0,14,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.652315,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,15,2,1,99,99,u,0.652315,1,2,15,0,15,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.55343,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,16,2,1,99,99,i,0.55343,1,2,16,0,16,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.473675,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,17,2,1,99,99,h,0.473675,1,2,17,0,17,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.75192,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,18,2,1,99,99,i,0.75192,1,2,18,0,18,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.58739,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,19,2,1,99,99,u,0.58739,1,2,19,0,19,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.55399,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,20,2,1,99,99,h,0.55399,1,2,20,0,20,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.684545,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,21,2,1,99,99,i,0.684545,1,2,21,0,21,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.636885,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,22,2,1,99,99,h,0.636885,1,2,22,0,22,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.49351,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,23,2,1,99,99,h,0.49351,1,2,23,0,23,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.50351,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,24,2,1,99,99,u,0.50351,1,2,24,0,24,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.628535,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,25,2,1,99,99,i,0.628535,1,2,25,0,25,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.46826,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,26,2,1,99,99,h,0.46826,1,2,26,0,26,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.63703,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,27,2,1,99,99,u,0.63703,1,2,27,0,27,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.54868,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,28,2,1,99,99,i,0.54868,1,2,28,0,28,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.502835,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,29,2,1,99,99,h,0.502835,1,2,29,0,29,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.61955,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,30,2,1,99,99,u,0.61955,1,2,30,0,30,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.52154,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,31,2,1,99,99,i,0.52154,1,2,31,0,31,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.470305,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,32,2,1,99,99,h,0.470305,1,2,32,0,32,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.65152,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,33,2,1,99,99,i,0.65152,1,2,33,0,33,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.40503,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,34,2,1,99,99,u,0.40503,1,2,34,0,34,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.65436,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,35,2,1,99,99,i,0.65436,1,2,35,0,35,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.617715,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,36,2,1,99,99,h,0.617715,1,2,36,0,36,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.46781,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,37,2,1,99,99,h,0.46781,1,2,37,0,37,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.487465,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,38,2,1,99,99,u,0.487465,1,2,38,0,38,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.538345,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,39,2,1,99,99,h,0.538345,1,2,39,0,39,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.584365,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,40,2,1,99,99,i,0.584365,1,2,40,0,40,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.5685,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,41,2,1,99,99,u,0.5685,1,2,41,0,41,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.405015,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,42,2,1,99,99,u,0.405015,1,2,42,0,42,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.592335,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,43,2,1,99,99,h,0.592335,1,2,43,0,43,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.402945,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,44,2,1,99,99,h,0.402945,1,2,44,0,44,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.65535,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,45,2,1,99,99,i,0.65535,1,2,45,0,45,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.451205,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,46,2,1,99,99,u,0.451205,1,2,46,0,46,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.504575,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,47,2,1,99,99,h,0.504575,1,2,47,0,47,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,0,0.58724,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,48,2,1,99,99,i,0.58724,0,2,48,0,48,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.555715,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,49,2,1,99,99,u,0.555715,1,2,49,0,49,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.422155,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,50,2,1,99,99,i,0.422155,1,2,50,0,50,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.486835,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,51,2,1,99,99,h,0.486835,1,2,51,0,51,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.820515,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,52,2,1,99,99,u,0.820515,0,2,52,0,52,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.665275,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,53,2,1,99,99,i,0.665275,1,2,53,0,53,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.61773,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,54,2,1,99,99,u,0.61773,1,2,54,0,54,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.535645,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,55,2,1,99,99,h,0.535645,1,2,55,0,55,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.632785,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,56,2,1,99,99,u,0.632785,1,2,56,0,56,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.551525,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,57,2,1,99,99,h,0.551525,1,2,57,0,57,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.65094,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,58,2,1,99,99,i,0.65094,1,2,58,0,58,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.951645,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,59,2,1,99,99,i,0.951645,1,2,59,0,59,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.405565,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,60,2,1,99,99,u,0.405565,1,2,60,0,60,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.518055,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,61,2,1,99,99,h,0.518055,1,2,61,0,61,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.43458,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,62,2,1,99,99,h,0.43458,1,2,62,0,62,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.554035,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,63,2,1,99,99,h,0.554035,1,2,63,0,63,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.698185,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,64,2,1,99,99,u,1.698185,1,2,64,0,64,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.70107,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,65,2,1,99,99,i,0.70107,1,2,65,0,65,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.551025,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,66,2,1,99,99,u,0.551025,1,2,66,0,66,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.420675,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,67,2,1,99,99,i,0.420675,1,2,67,0,67,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.544345,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,68,2,1,99,99,u,0.544345,1,2,68,0,68,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.75199,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,69,2,1,99,99,i,0.75199,1,2,69,0,69,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.45388,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,70,2,1,99,99,h,0.45388,1,2,70,0,70,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.635375,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,71,2,1,99,99,u,0.635375,0,2,71,0,71,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.602105,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,72,2,1,99,99,i,0.602105,1,2,72,0,72,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.610285,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,73,2,1,99,99,i,0.610285,1,2,73,0,73,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.451125,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,74,2,1,99,99,h,0.451125,1,2,74,0,74,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.50058,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,75,2,1,99,99,h,0.50058,1,2,75,0,75,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.5675,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,76,2,1,99,99,u,0.5675,1,2,76,0,76,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.717275,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,77,2,1,99,99,u,0.717275,1,2,77,0,77,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.4177,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,78,2,1,99,99,i,0.4177,1,2,78,0,78,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,2,2021-01-09_16h26.54.746,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.58436,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,79,2,1,99,99,h,0.58436,1,2,79,0,79,0,1,,,,,,,
